N,K,method_id,label,throughput_mbps,se_bps_per_hz
8,50,topn,AP-Top-N (N=8),100.2404125331025,5.012020626655125
8,50,topn,AP-Top-N (N=8),56.22062475088189,2.8110312375440945
8,50,topn,AP-Top-N (N=8),108.66461620354548,5.433230810177274
8,50,topn,AP-Top-N (N=8),62.70157772167595,3.135078886083798
8,50,topn,AP-Top-N (N=8),21.976911335853615,1.0988455667926806
8,50,topn,AP-Top-N (N=8),78.38758066953227,3.9193790334766136
8,50,topn,AP-Top-N (N=8),80.77930048903319,4.0389650244516595
8,50,topn,AP-Top-N (N=8),5.139683143607298,0.2569841571803649
8,50,topn,AP-Top-N (N=8),69.27185541107798,3.4635927705538987
8,50,topn,AP-Top-N (N=8),77.03508057270668,3.8517540286353333
8,50,topn,AP-Top-N (N=8),71.87858703923283,3.593929351961641
8,50,topn,AP-Top-N (N=8),79.92785928398006,3.996392964199003
8,50,topn,AP-Top-N (N=8),118.5729867917823,5.928649339589115
8,50,topn,AP-Top-N (N=8),42.459367703436094,2.1229683851718044
8,50,topn,AP-Top-N (N=8),78.71442643596302,3.935721321798151
8,50,topn,AP-Top-N (N=8),101.57977617743732,5.078988808871866
8,50,topn,AP-Top-N (N=8),84.10512280224219,4.20525614011211
8,50,topn,AP-Top-N (N=8),58.41133874240542,2.920566937120271
8,50,topn,AP-Top-N (N=8),75.20368535911257,3.760184267955629
8,50,topn,AP-Top-N (N=8),104.46823954624436,5.223411977312218
8,50,topn,AP-Top-N (N=8),72.69785564153482,3.634892782076741
8,50,topn,AP-Top-N (N=8),33.43470290277415,1.6717351451387075
8,50,topn,AP-Top-N (N=8),61.6108242044867,3.080541210224335
8,50,topn,AP-Top-N (N=8),37.88776146388234,1.8943880731941172
8,50,topn,AP-Top-N (N=8),81.79051871705441,4.089525935852721
8,50,topn,AP-Top-N (N=8),66.67358320993777,3.3336791604968887
8,50,topn,AP-Top-N (N=8),69.65485916778754,3.4827429583893768
8,50,topn,AP-Top-N (N=8),90.0759957269191,4.503799786345955
8,50,topn,AP-Top-N (N=8),84.7116222087487,4.235581110437435
8,50,topn,AP-Top-N (N=8),96.13287641865695,4.806643820932847
8,50,topn,AP-Top-N (N=8),93.48980427201606,4.674490213600803
8,50,topn,AP-Top-N (N=8),95.69312314937319,4.7846561574686595
8,50,topn,AP-Top-N (N=8),99.46807965855567,4.973403982927784
8,50,topn,AP-Top-N (N=8),100.98903804901937,5.0494519024509685
8,50,topn,AP-Top-N (N=8),99.51326643951728,4.975663321975864
8,50,topn,AP-Top-N (N=8),82.58518056365263,4.129259028182632
8,50,topn,AP-Top-N (N=8),59.35768252243404,2.967884126121702
8,50,topn,AP-Top-N (N=8),129.39778308774495,6.469889154387247
8,50,topn,AP-Top-N (N=8),70.50445910673295,3.5252229553366474
8,50,topn,AP-Top-N (N=8),101.86060848330517,5.093030424165258
8,50,topn,AP-Top-N (N=8),117.39471686227769,5.869735843113884
8,50,topn,AP-Top-N (N=8),70.95543604419619,3.5477718022098093
8,50,topn,AP-Top-N (N=8),52.21814154699343,2.610907077349671
8,50,topn,AP-Top-N (N=8),87.96550309447944,4.398275154723972
8,50,topn,AP-Top-N (N=8),62.995197641569035,3.1497598820784516
8,50,topn,AP-Top-N (N=8),69.09311887482951,3.454655943741476
8,50,topn,AP-Top-N (N=8),45.4938769385321,2.274693846926605
8,50,topn,AP-Top-N (N=8),104.67807807406203,5.233903903703101
8,50,topn,AP-Top-N (N=8),43.65413208224697,2.182706604112348
8,50,topn,AP-Top-N (N=8),78.38707158296289,3.919353579148144
8,50,topn,AP-Top-N (N=8),111.42981399008617,5.5714906995043085
8,50,topn,AP-Top-N (N=8),103.56796766067596,5.178398383033798
8,50,topn,AP-Top-N (N=8),9.818582506232,0.49092912531159993
8,50,topn,AP-Top-N (N=8),92.48939035899326,4.624469517949663
8,50,topn,AP-Top-N (N=8),112.62003418755029,5.631001709377514
8,50,topn,AP-Top-N (N=8),61.925859049999694,3.0962929524999847
8,50,topn,AP-Top-N (N=8),69.53202900542254,3.4766014502711275
8,50,topn,AP-Top-N (N=8),27.801533554516897,1.3900766777258449
8,50,topn,AP-Top-N (N=8),100.16050098787892,5.008025049393946
8,50,topn,AP-Top-N (N=8),30.693119818100357,1.5346559909050177
8,50,topn,AP-Top-N (N=8),75.96276450394504,3.7981382251972517
8,50,topn,AP-Top-N (N=8),36.81626637207739,1.8408133186038695
8,50,topn,AP-Top-N (N=8),97.68879774207014,4.884439887103507
8,50,topn,AP-Top-N (N=8),63.18476101226019,3.1592380506130096
8,50,topn,AP-Top-N (N=8),61.681856007496805,3.0840928003748402
8,50,topn,AP-Top-N (N=8),74.2866384764284,3.7143319238214194
8,50,topn,AP-Top-N (N=8),114.03198673330806,5.701599336665403
8,50,topn,AP-Top-N (N=8),70.58181849079716,3.529090924539858
8,50,topn,AP-Top-N (N=8),100.8490377373768,5.04245188686884
8,50,topn,AP-Top-N (N=8),92.45956733834834,4.622978366917416
8,50,topn,AP-Top-N (N=8),106.32304069536512,5.316152034768256
8,50,topn,AP-Top-N (N=8),80.99079571153598,4.0495397855767985
8,50,topn,AP-Top-N (N=8),44.99569012574608,2.249784506287304
8,50,topn,AP-Top-N (N=8),102.77555846270279,5.13877792313514
8,50,topn,AP-Top-N (N=8),31.296120752407614,1.5648060376203807
8,50,topn,AP-Top-N (N=8),88.92117341838055,4.446058670919027
8,50,topn,AP-Top-N (N=8),23.109154028623347,1.1554577014311673
8,50,topn,AP-Top-N (N=8),97.31816829350265,4.865908414675133
8,50,topn,AP-Top-N (N=8),76.88411054814766,3.844205527407383
8,50,topn,AP-Top-N (N=8),53.03828077258655,2.651914038629328
8,50,topn,AP-Top-N (N=8),96.7665037470462,4.83832518735231
8,50,topn,AP-Top-N (N=8),63.02760446839333,3.1513802234196664
8,50,topn,AP-Top-N (N=8),56.826246919802166,2.8413123459901084
8,50,topn,AP-Top-N (N=8),109.45406688442056,5.472703344221028
8,50,topn,AP-Top-N (N=8),75.0987111846364,3.75493555923182
8,50,topn,AP-Top-N (N=8),28.572739385434197,1.4286369692717098
8,50,topn,AP-Top-N (N=8),33.839799457256234,1.6919899728628118
8,50,topn,AP-Top-N (N=8),101.72839785639633,5.0864198928198165
8,50,topn,AP-Top-N (N=8),70.69822336321363,3.5349111681606815
8,50,topn,AP-Top-N (N=8),77.35949983531256,3.867974991765628
8,50,topn,AP-Top-N (N=8),99.79457953693824,4.989728976846912
8,50,topn,AP-Top-N (N=8),82.7837113578201,4.139185567891005
8,50,topn,AP-Top-N (N=8),39.17920368963551,1.9589601844817754
8,50,topn,AP-Top-N (N=8),45.77306740929104,2.288653370464552
8,50,topn,AP-Top-N (N=8),85.84758458075902,4.292379229037951
8,50,topn,AP-Top-N (N=8),31.57065357714735,1.5785326788573675
8,50,topn,AP-Top-N (N=8),83.23223054268807,4.161611527134403
8,50,topn,AP-Top-N (N=8),61.200572498912756,3.060028624945638
8,50,topn,AP-Top-N (N=8),85.49779061105157,4.274889530552579
8,50,topn,AP-Top-N (N=8),117.72751539304794,5.886375769652397
8,50,topn,AP-Top-N (N=8),72.03689901748749,3.601844950874374
8,50,topn,AP-Top-N (N=8),50.78779537629718,2.5393897688148592
8,50,topn,AP-Top-N (N=8),77.86344920388267,3.8931724601941333
8,50,topn,AP-Top-N (N=8),117.38370950430311,5.869185475215156
8,50,topn,AP-Top-N (N=8),22.7735193752076,1.13867596876038
8,50,topn,AP-Top-N (N=8),60.545631721496925,3.0272815860748463
8,50,topn,AP-Top-N (N=8),54.15332347512725,2.7076661737563623
8,50,topn,AP-Top-N (N=8),39.43653995097509,1.9718269975487546
8,50,topn,AP-Top-N (N=8),78.00874188512373,3.9004370942561866
8,50,topn,AP-Top-N (N=8),110.68849032036594,5.534424516018298
8,50,topn,AP-Top-N (N=8),106.23785343278836,5.311892671639418
8,50,topn,AP-Top-N (N=8),67.9349731224973,3.3967486561248643
8,50,topn,AP-Top-N (N=8),106.48976204738062,5.324488102369031
8,50,topn,AP-Top-N (N=8),75.1370460658773,3.756852303293865
8,50,topn,AP-Top-N (N=8),66.27442730970496,3.313721365485248
8,50,topn,AP-Top-N (N=8),98.74441916950386,4.9372209584751925
8,50,topn,AP-Top-N (N=8),62.60172499544071,3.130086249772036
8,50,topn,AP-Top-N (N=8),74.37100414163301,3.71855020708165
8,50,topn,AP-Top-N (N=8),37.98657265028299,1.8993286325141494
8,50,topn,AP-Top-N (N=8),50.83511287303761,2.5417556436518804
8,50,topn,AP-Top-N (N=8),34.271337959024564,1.7135668979512282
8,50,topn,AP-Top-N (N=8),105.47572510054604,5.273786255027303
8,50,topn,AP-Top-N (N=8),43.70969429897052,2.185484714948526
8,50,topn,AP-Top-N (N=8),108.45781716449328,5.4228908582246635
8,50,topn,AP-Top-N (N=8),59.16601006361166,2.958300503180583
8,50,topn,AP-Top-N (N=8),83.35555450275231,4.167777725137616
8,50,topn,AP-Top-N (N=8),81.47878226080316,4.073939113040158
8,50,topn,AP-Top-N (N=8),66.92731242016815,3.3463656210084074
8,50,topn,AP-Top-N (N=8),66.0530579409252,3.30265289704626
8,50,topn,AP-Top-N (N=8),111.8883608876587,5.594418044382935
8,50,topn,AP-Top-N (N=8),102.60391898187642,5.130195949093821
8,50,topn,AP-Top-N (N=8),74.25455660364605,3.7127278301823026
8,50,topn,AP-Top-N (N=8),103.74155315592013,5.1870776577960065
8,50,topn,AP-Top-N (N=8),105.36981506442544,5.268490753221272
8,50,topn,AP-Top-N (N=8),44.51253686627538,2.225626843313769
8,50,topn,AP-Top-N (N=8),54.09265729073957,2.704632864536978
8,50,topn,AP-Top-N (N=8),103.95027585814618,5.197513792907309
8,50,topn,AP-Top-N (N=8),84.45218594040223,4.222609297020111
8,50,topn,AP-Top-N (N=8),51.85008795245526,2.592504397622763
8,50,topn,AP-Top-N (N=8),49.27468397810329,2.4637341989051644
8,50,topn,AP-Top-N (N=8),133.08669997520406,6.654334998760203
8,50,topn,AP-Top-N (N=8),51.941690718328644,2.5970845359164323
8,50,topn,AP-Top-N (N=8),65.49195972637482,3.2745979863187404
8,50,topn,AP-Top-N (N=8),77.73126113097767,3.8865630565488836
8,50,topn,AP-Top-N (N=8),71.03608136169179,3.5518040680845893
8,50,topn,AP-Top-N (N=8),82.17971429055646,4.108985714527823
8,50,topn,AP-Top-N (N=8),68.87086258030754,3.443543129015377
8,50,topn,AP-Top-N (N=8),22.777400823858855,1.1388700411929427
8,50,topn,AP-Top-N (N=8),110.90361957766606,5.545180978883303
8,50,topn,AP-Top-N (N=8),59.01433495733971,2.9507167478669856
8,50,topn,AP-Top-N (N=8),72.99278610672917,3.6496393053364584
8,50,topn,AP-Top-N (N=8),108.5988013912486,5.42994006956243
8,50,topn,AP-Top-N (N=8),62.72246799318719,3.1361233996593594
8,50,topn,AP-Top-N (N=8),98.98678559833134,4.9493392799165665
8,50,topn,AP-Top-N (N=8),113.6193233692422,5.68096616846211
8,50,topn,AP-Top-N (N=8),34.5144368670833,1.7257218433541648
8,50,topn,AP-Top-N (N=8),80.7205296667282,4.03602648333641
8,50,topn,AP-Top-N (N=8),60.88119721637968,3.044059860818984
8,50,topn,AP-Top-N (N=8),16.85978492019194,0.842989246009597
8,50,topn,AP-Top-N (N=8),97.06073963871206,4.853036981935603
8,50,topn,AP-Top-N (N=8),7.929934152711436,0.3964967076355718
8,50,topn,AP-Top-N (N=8),96.92537289732815,4.846268644866407
8,50,topn,AP-Top-N (N=8),64.34617450659913,3.2173087253299566
8,50,topn,AP-Top-N (N=8),47.40508678375093,2.3702543391875466
8,50,topn,AP-Top-N (N=8),67.57821157328665,3.3789105786643328
8,50,topn,AP-Top-N (N=8),102.02954271699835,5.101477135849918
8,50,topn,AP-Top-N (N=8),89.63439718398504,4.481719859199252
8,50,topn,AP-Top-N (N=8),30.154981256115416,1.5077490628057708
8,50,topn,AP-Top-N (N=8),60.069152989743586,3.003457649487179
8,50,topn,AP-Top-N (N=8),75.93757205695395,3.7968786028476975
8,50,topn,AP-Top-N (N=8),38.02966851740265,1.9014834258701325
8,50,topn,AP-Top-N (N=8),109.88493910197325,5.494246955098663
8,50,topn,AP-Top-N (N=8),46.10297597317145,2.3051487986585726
8,50,topn,AP-Top-N (N=8),89.70280047800105,4.485140023900053
8,50,topn,AP-Top-N (N=8),71.44834470430905,3.572417235215452
8,50,topn,AP-Top-N (N=8),71.23847608295797,3.561923804147898
8,50,topn,AP-Top-N (N=8),80.52599182772227,4.026299591386113
8,50,topn,AP-Top-N (N=8),72.72458674721133,3.6362293373605667
8,50,topn,AP-Top-N (N=8),89.67762872728046,4.483881436364023
8,50,topn,AP-Top-N (N=8),76.16694848805005,3.808347424402503
8,50,topn,AP-Top-N (N=8),21.470372018647453,1.0735186009323725
8,50,topn,AP-Top-N (N=8),72.74540755610029,3.637270377805015
8,50,topn,AP-Top-N (N=8),65.6514045475207,3.2825702273760347
8,50,topn,AP-Top-N (N=8),82.67646288625747,4.133823144312873
8,50,topn,AP-Top-N (N=8),58.30159494954916,2.915079747477458
8,50,topn,AP-Top-N (N=8),101.81554692591433,5.090777346295717
8,50,topn,AP-Top-N (N=8),67.59176193675593,3.3795880968377965
8,50,topn,AP-Top-N (N=8),75.86703187854985,3.793351593927493
8,50,topn,AP-Top-N (N=8),56.58768999791788,2.8293844998958937
8,50,topn,AP-Top-N (N=8),53.50198902571249,2.6750994512856243
8,50,topn,AP-Top-N (N=8),35.968267748188666,1.7984133874094332
8,50,topn,AP-Top-N (N=8),31.803636282303604,1.5901818141151802
8,50,topn,AP-Top-N (N=8),112.55946311078054,5.627973155539027
8,50,topn,AP-Top-N (N=8),55.01555471555067,2.7507777357775334
8,50,topn,AP-Top-N (N=8),103.8007663572887,5.190038317864435
8,50,topn,AP-Top-N (N=8),71.61517231006056,3.580758615503028
8,50,topn,AP-Top-N (N=8),79.39066182389915,3.9695330911949576
8,50,topn,AP-Top-N (N=8),78.54353107479231,3.9271765537396157
8,50,topn,AP-Top-N (N=8),73.59466077056983,3.6797330385284917
8,50,topn,AP-Top-N (N=8),92.39209730261207,4.619604865130603
8,50,topn,AP-Top-N (N=8),92.35866503703474,4.617933251851737
8,50,topn,AP-Top-N (N=8),70.64915167452878,3.5324575837264387
8,50,topn,AP-Top-N (N=8),103.6879757632292,5.18439878816146
8,50,topn,AP-Top-N (N=8),95.8083809428387,4.790419047141935
8,50,topn,AP-Top-N (N=8),64.73898699080243,3.2369493495401214
8,50,topn,AP-Top-N (N=8),54.72294112373217,2.7361470561866086
8,50,topn,AP-Top-N (N=8),28.338496546926905,1.4169248273463453
8,50,topn,AP-Top-N (N=8),98.71595208463089,4.935797604231545
8,50,topn,AP-Top-N (N=8),46.723885018312956,2.3361942509156477
8,50,topn,AP-Top-N (N=8),9.721147908500003,0.48605739542500015
8,50,topn,AP-Top-N (N=8),84.80149854399208,4.240074927199604
8,50,topn,AP-Top-N (N=8),93.90398716476702,4.695199358238351
8,50,topn,AP-Top-N (N=8),29.508865566145822,1.475443278307291
8,50,topn,AP-Top-N (N=8),76.79715808279775,3.8398579041398877
8,50,topn,AP-Top-N (N=8),93.6463906880248,4.682319534401239
8,50,topn,AP-Top-N (N=8),106.41616215086721,5.32080810754336
8,50,topn,AP-Top-N (N=8),55.54298280931369,2.7771491404656845
8,50,topn,AP-Top-N (N=8),33.90627117617191,1.6953135588085957
8,50,topn,AP-Top-N (N=8),38.518243549189,1.92591217745945
8,50,topn,AP-Top-N (N=8),105.02538247607819,5.25126912380391
8,50,topn,AP-Top-N (N=8),94.14040737630174,4.707020368815087
8,50,topn,AP-Top-N (N=8),29.772559701594968,1.4886279850797484
8,50,topn,AP-Top-N (N=8),83.44221197035824,4.172110598517912
8,50,topn,AP-Top-N (N=8),78.96021661492027,3.9480108307460138
8,50,topn,AP-Top-N (N=8),82.98802324691631,4.149401162345815
8,50,topn,AP-Top-N (N=8),18.540706394908643,0.9270353197454322
8,50,topn,AP-Top-N (N=8),7.0199090146576655,0.35099545073288324
8,50,topn,AP-Top-N (N=8),50.67734593889988,2.5338672969449942
8,50,topn,AP-Top-N (N=8),5.713788938528262,0.2856894469264131
8,50,topn,AP-Top-N (N=8),102.71599467755587,5.135799733877794
8,50,topn,AP-Top-N (N=8),69.83515693031175,3.4917578465155876
8,50,topn,AP-Top-N (N=8),104.86128097113148,5.243064048556573
8,50,topn,AP-Top-N (N=8),86.16115696529698,4.308057848264849
8,50,topn,AP-Top-N (N=8),28.437528759582804,1.4218764379791402
8,50,topn,AP-Top-N (N=8),96.70873578580832,4.835436789290416
8,50,topn,AP-Top-N (N=8),85.9633638779015,4.298168193895075
8,50,topn,AP-Top-N (N=8),122.6556556101083,6.132782780505415
8,50,topn,AP-Top-N (N=8),71.01256950559389,3.550628475279694
8,50,topn,AP-Top-N (N=8),117.50032608288862,5.875016304144431
8,50,topn,AP-Top-N (N=8),101.95155051978739,5.09757752598937
8,50,topn,AP-Top-N (N=8),17.820506444276557,0.8910253222138278
8,50,topn,AP-Top-N (N=8),56.89717456614318,2.844858728307159
8,50,topn,AP-Top-N (N=8),85.19330052874281,4.2596650264371405
8,50,topn,AP-Top-N (N=8),68.58859792134406,3.429429896067203
8,50,topn,AP-Top-N (N=8),28.15421780391806,1.407710890195903
8,50,topn,AP-Top-N (N=8),71.02137242617908,3.551068621308954
8,50,topn,AP-Top-N (N=8),97.712868923211,4.88564344616055
8,50,topn,AP-Top-N (N=8),44.06428169144579,2.2032140845722896
8,50,topn,AP-Top-N (N=8),84.56340830383706,4.228170415191853
8,50,topn,AP-Top-N (N=8),81.56755292305499,4.07837764615275
8,50,topn,AP-Top-N (N=8),105.28084938227228,5.264042469113614
8,50,topn,AP-Top-N (N=8),107.42927465994295,5.371463732997148
8,50,topn,AP-Top-N (N=8),94.30971484004749,4.715485742002374
8,50,topn,AP-Top-N (N=8),66.39834070933442,3.319917035466721
8,50,topn,AP-Top-N (N=8),94.04455597204799,4.702227798602399
8,50,topn,AP-Top-N (N=8),100.75120272146862,5.037560136073431
8,50,topn,AP-Top-N (N=8),77.72126620140077,3.8860633100700386
8,50,topn,AP-Top-N (N=8),59.84565240155322,2.9922826200776607
8,50,topn,AP-Top-N (N=8),24.196877257933302,1.2098438628966652
8,50,topn,AP-Top-N (N=8),62.59923700715886,3.129961850357943
8,50,topn,AP-Top-N (N=8),75.75214573724834,3.7876072868624173
8,50,topn,AP-Top-N (N=8),110.7069969675066,5.53534984837533
8,50,topn,AP-Top-N (N=8),37.78780759561003,1.8893903797805014
8,50,topn,AP-Top-N (N=8),108.94304823300041,5.447152411650021
8,50,topn,AP-Top-N (N=8),88.8264737672686,4.44132368836343
8,50,topn,AP-Top-N (N=8),98.41926281198612,4.920963140599306
8,50,topn,AP-Top-N (N=8),90.7809316289761,4.5390465814488055
8,50,topn,AP-Top-N (N=8),80.70142955451158,4.0350714777255785
8,50,topn,AP-Top-N (N=8),73.251636458632,3.6625818229316005
8,50,topn,AP-Top-N (N=8),98.90610317169272,4.9453051585846355
8,50,topn,AP-Top-N (N=8),68.05312574298212,3.402656287149106
8,50,topn,AP-Top-N (N=8),116.88641921144173,5.844320960572087
8,50,topn,AP-Top-N (N=8),80.74936367232127,4.037468183616063
8,50,topn,AP-Top-N (N=8),3.4163156660294836,0.17081578330147418
8,50,topn,AP-Top-N (N=8),30.302795921863744,1.5151397960931874
8,50,topn,AP-Top-N (N=8),104.63373279061791,5.231686639530896
8,50,topn,AP-Top-N (N=8),78.52217482632162,3.9261087413160807
8,50,topn,AP-Top-N (N=8),105.30178745451995,5.265089372725998
8,50,topn,AP-Top-N (N=8),104.3007830638392,5.21503915319196
8,50,topn,AP-Top-N (N=8),50.85768466786231,2.5428842333931154
8,50,topn,AP-Top-N (N=8),46.98581125932167,2.349290562966084
8,50,topn,AP-Top-N (N=8),70.66012435111173,3.533006217555587
8,50,topn,AP-Top-N (N=8),42.52712221364744,2.126356110682372
8,50,topn,AP-Top-N (N=8),68.77681722808198,3.4388408614040995
8,50,topn,AP-Top-N (N=8),67.29782378689978,3.3648911893449895
8,50,topn,AP-Top-N (N=8),88.44602060895932,4.422301030447966
8,50,topn,AP-Top-N (N=8),52.46850251758789,2.6234251258793946
8,50,topn,AP-Top-N (N=8),33.542601467497704,1.677130073374885
8,50,topn,AP-Top-N (N=8),94.30811256547409,4.715405628273705
8,50,topn,AP-Top-N (N=8),116.63506972983024,5.831753486491512
8,50,topn,AP-Top-N (N=8),10.067318444384048,0.5033659222192024
8,50,topn,AP-Top-N (N=8),94.70730391779365,4.735365195889682
8,50,topn,AP-Top-N (N=8),90.70384551771632,4.535192275885816
8,50,topn,AP-Top-N (N=8),54.81702937918452,2.7408514689592263
8,50,topn,AP-Top-N (N=8),56.62050668258548,2.831025334129274
8,50,topn,AP-Top-N (N=8),59.90744267685975,2.9953721338429875
8,50,topn,AP-Top-N (N=8),91.84348761723373,4.592174380861687
8,50,topn,AP-Top-N (N=8),66.441206311874,3.3220603155936996
8,50,topn,AP-Top-N (N=8),65.46085251826737,3.2730426259133685
8,50,topn,AP-Top-N (N=8),60.80002170026477,3.040001085013239
8,50,topn,AP-Top-N (N=8),80.54633791335293,4.027316895667646
8,50,topn,AP-Top-N (N=8),75.77632171171808,3.7888160855859043
8,50,topn,AP-Top-N (N=8),114.21383115046366,5.710691557523183
8,50,topn,AP-Top-N (N=8),27.61551307627235,1.3807756538136176
8,50,topn,AP-Top-N (N=8),87.1928832195448,4.35964416097724
8,50,topn,AP-Top-N (N=8),43.10870875095416,2.155435437547708
8,50,topn,AP-Top-N (N=8),89.07860445159051,4.453930222579525
8,50,topn,AP-Top-N (N=8),97.68394201905997,4.884197100952998
8,50,topn,AP-Top-N (N=8),80.08219372698771,4.004109686349385
8,50,topn,AP-Top-N (N=8),93.4327939202922,4.67163969601461
8,50,topn,AP-Top-N (N=8),56.39838775222396,2.819919387611198
8,50,topn,AP-Top-N (N=8),70.52353035990856,3.5261765179954283
8,50,topn,AP-Top-N (N=8),105.06061626131255,5.253030813065627
8,50,topn,AP-Top-N (N=8),72.1630573757317,3.6081528687865845
8,50,topn,AP-Top-N (N=8),89.5543510151841,4.477717550759205
8,50,topn,AP-Top-N (N=8),85.67365885680549,4.283682942840274
8,50,topn,AP-Top-N (N=8),88.87990030884863,4.4439950154424315
8,50,topn,AP-Top-N (N=8),21.584330790360823,1.079216539518041
8,50,topn,AP-Top-N (N=8),57.38138368034656,2.8690691840173277
8,50,topn,AP-Top-N (N=8),56.19813952260026,2.8099069761300126
8,50,topn,AP-Top-N (N=8),117.10387486057517,5.855193743028758
8,50,topn,AP-Top-N (N=8),78.54754132615535,3.9273770663077676
8,50,topn,AP-Top-N (N=8),78.67913669781983,3.9339568348909912
8,50,topn,AP-Top-N (N=8),76.77251882630372,3.838625941315186
8,50,topn,AP-Top-N (N=8),115.99328313332964,5.799664156666482
8,50,topn,AP-Top-N (N=8),83.13986189871714,4.156993094935857
8,50,topn,AP-Top-N (N=8),35.15011178672528,1.757505589336264
8,50,topn,AP-Top-N (N=8),80.68384099644582,4.034192049822291
8,50,topn,AP-Top-N (N=8),82.47195489758357,4.123597744879179
8,50,topn,AP-Top-N (N=8),77.71581965909101,3.8857909829545507
8,50,topn,AP-Top-N (N=8),52.062219979043185,2.6031109989521592
8,50,topn,AP-Top-N (N=8),80.75488577152318,4.0377442885761585
8,50,topn,AP-Top-N (N=8),20.70791245543592,1.035395622771796
8,50,topn,AP-Top-N (N=8),67.70388045992274,3.3851940229961373
8,50,topn,AP-Top-N (N=8),65.0049888437772,3.25024944218886
8,50,topn,AP-Top-N (N=8),15.711849071290494,0.7855924535645248
8,50,topn,AP-Top-N (N=8),75.79084993263295,3.7895424966316478
8,50,topn,AP-Top-N (N=8),112.16856447180078,5.608428223590039
8,50,topn,AP-Top-N (N=8),95.60396377859355,4.780198188929678
8,50,topn,AP-Top-N (N=8),86.08475087758394,4.304237543879196
8,50,topn,AP-Top-N (N=8),88.8358773358101,4.441793866790505
8,50,topn,AP-Top-N (N=8),49.131025175641824,2.4565512587820915
8,50,topn,AP-Top-N (N=8),84.22354250291893,4.211177125145946
8,50,topn,AP-Top-N (N=8),106.80738193544828,5.340369096772414
8,50,topn,AP-Top-N (N=8),45.14281716783967,2.2571408583919834
8,50,topn,AP-Top-N (N=8),39.615489643732886,1.9807744821866442
8,50,topn,AP-Top-N (N=8),67.5569807253865,3.377849036269325
8,50,topn,AP-Top-N (N=8),101.7637745906462,5.08818872953231
8,50,topn,AP-Top-N (N=8),76.6414801697722,3.83207400848861
8,50,topn,AP-Top-N (N=8),66.52606264028765,3.3263031320143823
8,50,topn,AP-Top-N (N=8),105.3313744262766,5.2665687213138295
8,50,topn,AP-Top-N (N=8),33.7465100371137,1.6873255018556852
8,50,topn,AP-Top-N (N=8),90.35588619726863,4.517794309863432
8,50,topn,AP-Top-N (N=8),91.65262478832325,4.582631239416163
8,50,topn,AP-Top-N (N=8),70.219675966344,3.5109837983172
8,50,topn,AP-Top-N (N=8),61.80401791230881,3.0902008956154403
8,50,topn,AP-Top-N (N=8),37.257032610643606,1.86285163053218
8,50,topn,AP-Top-N (N=8),76.88281314458081,3.8441406572290404
8,50,topn,AP-Top-N (N=8),40.90509984686193,2.0452549923430965
8,50,topn,AP-Top-N (N=8),68.01685604078097,3.400842802039048
8,50,topn,AP-Top-N (N=8),80.10363941565758,4.005181970782879
8,50,topn,AP-Top-N (N=8),52.74760317866638,2.6373801589333192
8,50,topn,AP-Top-N (N=8),82.70443616929329,4.135221808464665
8,50,topn,AP-Top-N (N=8),44.6797187615948,2.23398593807974
8,50,topn,AP-Top-N (N=8),46.96823992421042,2.348411996210521
8,50,topn,AP-Top-N (N=8),110.96156070151551,5.5480780350757755
8,50,topn,AP-Top-N (N=8),104.81728493695051,5.240864246847526
8,50,topn,AP-Top-N (N=8),104.90367512528393,5.245183756264196
8,50,topn,AP-Top-N (N=8),58.74796119619625,2.9373980598098126
8,50,topn,AP-Top-N (N=8),55.847844798347765,2.792392239917388
8,50,topn,AP-Top-N (N=8),34.43315994927912,1.721657997463956
8,50,topn,AP-Top-N (N=8),79.76676614615398,3.9883383073076994
8,50,topn,AP-Top-N (N=8),71.23976627012915,3.561988313506458
8,50,topn,AP-Top-N (N=8),67.40798148370635,3.370399074185318
8,50,topn,AP-Top-N (N=8),98.2720915782772,4.91360457891386
8,50,topn,AP-Top-N (N=8),108.51703602650174,5.425851801325087
8,50,topn,AP-Top-N (N=8),75.38489481603101,3.7692447408015504
8,50,topn,AP-Top-N (N=8),33.810095954905854,1.6905047977452927
8,50,topn,AP-Top-N (N=8),78.86239313372393,3.9431196566861964
8,50,topn,AP-Top-N (N=8),66.52393452662999,3.3261967263314993
8,50,topn,AP-Top-N (N=8),71.8797398647001,3.5939869932350046
8,50,topn,AP-Top-N (N=8),61.34145852692609,3.0670729263463046
8,50,topn,AP-Top-N (N=8),84.01729252308233,4.200864626154116
8,50,topn,AP-Top-N (N=8),72.07726487609848,3.6038632438049243
8,50,topn,AP-Top-N (N=8),109.83453672404309,5.4917268362021545
8,50,topn,AP-Top-N (N=8),108.58133651333104,5.429066825666552
8,50,topn,AP-Top-N (N=8),75.27869639143037,3.763934819571519
8,50,topn,AP-Top-N (N=8),114.51805597275957,5.7259027986379785
8,50,topn,AP-Top-N (N=8),68.9939956739582,3.44969978369791
8,50,topn,AP-Top-N (N=8),104.32382487943556,5.216191243971778
8,50,topn,AP-Top-N (N=8),7.175093686985518,0.3587546843492759
8,50,topn,AP-Top-N (N=8),63.79574100072204,3.189787050036102
8,50,topn,AP-Top-N (N=8),66.50370311514799,3.3251851557573993
8,50,topn,AP-Top-N (N=8),66.25003140924092,3.3125015704620457
