N,K,method_id,label,throughput_mbps,se_bps_per_hz
8,50,random,Random,97.4094537246173,4.8704726862308645
8,50,random,Random,78.24825953493296,3.912412976746648
8,50,random,Random,67.40184802506165,3.3700924012530824
8,50,random,Random,51.94010278714261,2.59700513935713
8,50,random,Random,66.89946933510991,3.3449734667554956
8,50,random,Random,77.50987610847099,3.8754938054235497
8,50,random,Random,86.44560073899132,4.322280036949566
8,50,random,Random,90.66616107463534,4.533308053731767
8,50,random,Random,77.95084489021428,3.897542244510714
8,50,random,Random,81.93780381090926,4.096890190545463
8,50,random,Random,76.23726169401617,3.811863084700809
8,50,random,Random,61.89810310120496,3.094905155060248
8,50,random,Random,33.13515357869036,1.656757678934518
8,50,random,Random,48.92072558286659,2.446036279143329
8,50,random,Random,86.80895290141164,4.340447645070582
8,50,random,Random,114.04987065421341,5.702493532710671
8,50,random,Random,76.55192819692797,3.827596409846399
8,50,random,Random,80.8591854283509,4.042959271417545
8,50,random,Random,87.86737630427062,4.393368815213531
8,50,random,Random,75.987119339105,3.7993559669552504
8,50,random,Random,7.390082068464079,0.36950410342320394
8,50,random,Random,75.44288883518801,3.772144441759401
8,50,random,Random,70.0405716328292,3.50202858164146
8,50,random,Random,10.952112116557196,0.5476056058278598
8,50,random,Random,102.9805374984945,5.149026874924726
8,50,random,Random,48.858093275790445,2.4429046637895224
8,50,random,Random,59.40024904776363,2.9700124523881817
8,50,random,Random,51.945427846170276,2.597271392308514
8,50,random,Random,120.75453891946741,6.03772694597337
8,50,random,Random,97.09232767141522,4.854616383570761
8,50,random,Random,88.09609850425954,4.404804925212977
8,50,random,Random,77.6710525257735,3.8835526262886755
8,50,random,Random,90.89351629464798,4.544675814732399
8,50,random,Random,32.15653369425638,1.607826684712819
8,50,random,Random,87.09874434930408,4.354937217465204
8,50,random,Random,93.37420253372449,4.668710126686224
8,50,random,Random,72.89016281832166,3.644508140916083
8,50,random,Random,34.01973308262103,1.7009866541310514
